	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords	Text
0	0	1.0	0.5148	covid, leadership, loom, survive, test, thrive, many, post, reimagining, return	From surviving to thriving: Reimagining the post-COVID-19 return For many, the toughest leadership test is now looming
